Country;Protected area;Question;Type of value;Stakeholder;Value;Potential (value)
Serbia;NP Kopaonik;Genetic material;Importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Genetic material;Economic importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Climate change mitigation;Importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Climate change mitigation;Economic importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Soil stabilization;Importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Soil stabilization;Economic importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Flood prevention;Importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Flood prevention;Economic importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Water quality & quantity;Importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Water quality & quantity;Economic importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Pollination & honey production;Importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Pollination & honey production;Economic importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Nature materials;Importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Nature materials;Economic importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Wood;Importance of value;Local people living in the PA;0;0
Serbia;NP Kopaonik;Wood;Economic importance of value;Local people living in the PA;0;0
Croatia;NP Kornati;Nature conservation;Importance of value;Local people living in the PA;1;0
Croatia;NP Kornati;Nature conservation;Economic importance of value;Local people living in the PA;1;1
Croatia;NP Kornati;Jobs in Protected Areas;Importance of value;Local people living in the PA;0;0
Croatia;NP Kornati;Jobs in Protected Areas;Economic importance of value;Local people living in the PA;0;0
Croatia;NP Kornati;Hunting;Importance of value;Local people living in the PA;0;0
Croatia;NP Kornati;Hunting;Economic importance of value;Local people living in the PA;0;0
Croatia;NP Kornati;Wild food plants and mushrooms;Importance of value;Local people living in the PA;0;0
Croatia;NP Kornati;Wild food plants and mushrooms;Economic importance of value;Local people living in the PA;1;0
Croatia;NP Kornati;Fishing;Importance of value;Local people living in the PA;2;0
Croatia;NP Kornati;Fishing;Economic importance of value;Local people living in the PA;0;0
Croatia;NP Kornati;Traditional agriculture;Importance of value;Local people living in the PA;1;0
Croatia;NP Kornati;Traditional agriculture;Economic importance of value;Local people living in the PA;1;1
Croatia;NP Kornati;Livestock grazing;Importance of value;Local people living in the PA;1;0
Croatia;NP Kornati;Livestock grazing;Economic importance of value;Local people living in the PA;1;1
Croatia;NP Kornati;Commercial & non-commercial water use;Importance of value;Local people living in the PA;0;0
Croatia;NP Kornati;Commercial & non-commercial water use;Economic importance of value;Local people living in the PA;0;0
Croatia;NP Kornati;Cultural & historical values;Importance of value;Local people living in the PA;1;0
Croatia;NP Kornati;Cultural & historical values;Economic importance of value;Local people living in the PA;0;0
Croatia;NP Kornati;Specific site value;Importance of value;Local people living in the PA;2;0
Croatia;NP Kornati;Medicinal herbs;Importance of value;Local people living in the PA;1;0
Croatia;NP Kornati;Medicinal herbs;Economic importance of value;Local people living in the PA;1;0
Croatia;NP Kornati;Medicinal herbs;Economic importance of value;Local people living in the PA;0;0
Croatia;NP Kornati;Tourism & recreation;Importance of value;Local people living in the PA;2;0
Croatia;NP Kornati;Tourism & recreation;Economic importance of value;Local people living in the PA;2;0
Croatia;NP Kornati;Building knowledge;Importance of value;Local people living in the PA;1;0
Croatia;NP Kornati;Building knowledge;Economic importance of value;Local people living in the PA;0;1
Croatia;NP Kornati;Formal & informal education;Importance of value;Local people living in the PA;0;0
Croatia;NP Kornati;Formal & informal education;Economic importance of value;Local people living in the PA;0;0
Croatia;NP Kornati;Genetic material;Importance of value;Local people living in the PA;0;0
Croatia;NP Kornati;Genetic material;Economic importance of value;Local people living in the PA;0;0
Croatia;NP Kornati;Climate change mitigation;Importance of value;Local people living in the PA;0;0
Croatia;NP Kornati;Climate change mitigation;Economic importance of value;Local people living in the PA;0;0
Croatia;NP Kornati;Soil stabilization;Importance of value;Local people living in the PA;0;0
Croatia;NP Kornati;Soil stabilization;Economic importance of value;Local people living in the PA;0;0
Croatia;NP Kornati;Flood prevention;Importance of value;Local people living in the PA;0;0
Croatia;NP Kornati;Flood prevention;Economic importance of value;Local people living in the PA;0;0
Croatia;NP Kornati;Water quality & quantity;Importance of value;Local people living in the PA;0;0
Croatia;NP Kornati;Water quality & quantity;Economic importance of value;Local people living in the PA;0;0
Croatia;NP Kornati;Pollination & honey production;Importance of value;Local people living in the PA;1;0
Croatia;NP Kornati;Pollination & honey production;Economic importance of value;Local people living in the PA;0;0
Croatia;NP Kornati;Nature materials;Importance of value;Local people living in the PA;0;0
Croatia;NP Kornati;Nature materials;Economic importance of value;Local people living in the PA;0;0
Croatia;NP Kornati;Wood;Importance of value;Local people living in the PA;0;0
Croatia;NP Kornati;Wood;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Nature conservation;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Nature conservation;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Jobs in Protected Areas;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Jobs in Protected Areas;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Hunting;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Hunting;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Wild food plants and mushrooms;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Wild food plants and mushrooms;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Fishing;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Fishing;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Traditional agriculture;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Traditional agriculture;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Livestock grazing;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Livestock grazing;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Commercial & non-commercial water use;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Commercial & non-commercial water use;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Cultural & historical values;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Cultural & historical values;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Specific site value;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Medicinal herbs;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Medicinal herbs;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Medicinal herbs;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Tourism & recreation;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Tourism & recreation;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Building knowledge;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Building knowledge;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Formal & informal education;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Formal & informal education;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Genetic material;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Genetic material;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Climate change mitigation;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Climate change mitigation;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Soil stabilization;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Soil stabilization;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Flood prevention;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Flood prevention;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Water quality & quantity;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Water quality & quantity;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Pollination & honey production;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Pollination & honey production;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Nature materials;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Nature materials;Economic importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Wood;Importance of value;Local people living in the PA;0;0
Bosnia and Herzegovina;NP Kozara;Wood;Economic importance of value;Local people living in the PA;0;0
Croatia;NP Krka;Nature conservation;Importance of value;Local people living in the PA;1;0
Croatia;NP Krka;Nature conservation;Economic importance of value;Local people living in the PA;2;0
Croatia;NP Krka;Jobs in Protected Areas;Importance of value;Local people living in the PA;1;0
Croatia;NP Krka;Jobs in Protected Areas;Economic importance of value;Local people living in the PA;2;1
Croatia;NP Krka;Hunting;Importance of value;Local people living in the PA;0;0
Croatia;NP Krka;Hunting;Economic importance of value;Local people living in the PA;0;0
Croatia;NP Krka;Wild food plants and mushrooms;Importance of value;Local people living in the PA;0;0
Croatia;NP Krka;Wild food plants and mushrooms;Economic importance of value;Local people living in the PA;0;0
Croatia;NP Krka;Fishing;Importance of value;Local people living in the PA;1;0
Croatia;NP Krka;Fishing;Economic importance of value;Local people living in the PA;0;0
