Country	Protected area	Group name	Question	Type of value	Stakeholder	Value	Potential (value)
Bosnia and Herzegovina	PP Hutovo Blato	Knowledge	Formal & informal education	Importance of value	Local people living in the PA	0	0
Bosnia and Herzegovina	PP Hutovo Blato	Knowledge	Formal & informal education	Economic importance of value	Local people living in the PA	0	0
Bosnia and Herzegovina	PP Hutovo Blato	Knowledge	Genetic material	Importance of value	Local people living in the PA	0	0
Bosnia and Herzegovina	PP Hutovo Blato	Knowledge	Genetic material	Economic importance of value	Local people living in the PA	0	0
Bosnia and Herzegovina	PP Hutovo Blato	Environmental services	Climate change mitigation	Importance of value	Local people living in the PA	0	0
Bosnia and Herzegovina	PP Hutovo Blato	Environmental services	Climate change mitigation	Economic importance of value	Local people living in the PA	0	0
Bosnia and Herzegovina	PP Hutovo Blato	Environmental services	Soil stabilization	Importance of value	Local people living in the PA	0	0
Bosnia and Herzegovina	PP Hutovo Blato	Environmental services	Soil stabilization	Economic importance of value	Local people living in the PA	0	0
Bosnia and Herzegovina	PP Hutovo Blato	Environmental services	Flood prevention	Importance of value	Local people living in the PA	2	0
Bosnia and Herzegovina	PP Hutovo Blato	Environmental services	Flood prevention	Economic importance of value	Local people living in the PA	0	0
Bosnia and Herzegovina	PP Hutovo Blato	Environmental services	Water quality & quantity	Importance of value	Local people living in the PA	0	0
Bosnia and Herzegovina	PP Hutovo Blato	Environmental services	Water quality & quantity	Economic importance of value	Local people living in the PA	0	0
Bosnia and Herzegovina	PP Hutovo Blato	Environmental services	Pollination & honey production	Importance of value	Local people living in the PA	1	0
Bosnia and Herzegovina	PP Hutovo Blato	Environmental services	Pollination & honey production	Economic importance of value	Local people living in the PA	1	0
Bosnia and Herzegovina	PP Hutovo Blato	Materials	Nature materials	Importance of value	Local people living in the PA	0	0
Bosnia and Herzegovina	PP Hutovo Blato	Materials	Nature materials	Economic importance of value	Local people living in the PA	0	0
Bosnia and Herzegovina	PP Hutovo Blato	Materials	Wood	Importance of value	Local people living in the PA	0	0
Bosnia and Herzegovina	PP Hutovo Blato	Materials	Wood	Economic importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Nature conservation values	Nature conservation	Importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Nature conservation values	Nature conservation	Economic importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Management values	Jobs in Protected Areas	Importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Management values	Jobs in Protected Areas	Economic importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Values related to food	Hunting	Importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Values related to food	Hunting	Economic importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Values related to food	Wild food plants and mushrooms	Importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Values related to food	Wild food plants and mushrooms	Economic importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Values related to food	Fishing	Importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Values related to food	Fishing	Economic importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Values related to food	Traditional agriculture	Importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Values related to food	Traditional agriculture	Economic importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Values related to food	Livestock grazing	Importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Values related to food	Livestock grazing	Economic importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Values related to water	Commercial & non-commercial water use	Importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Values related to water	Commercial & non-commercial water use	Economic importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Cultural and historical values	Cultural & historical values	Importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Cultural and historical values	Cultural & historical values	Economic importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Cultural and historical values	Specific site value	Importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Health and recreation values	Medicinal herbs	Importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Health and recreation values	Medicinal herbs	Economic importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Health and recreation values	Medicinal herbs	Economic importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Health and recreation values	Tourism & recreation	Importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Health and recreation values	Tourism & recreation	Economic importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Knowledge	Building knowledge	Importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Knowledge	Building knowledge	Economic importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Knowledge	Formal & informal education	Importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Knowledge	Formal & informal education	Economic importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Knowledge	Genetic material	Importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Knowledge	Genetic material	Economic importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Environmental services	Climate change mitigation	Importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Environmental services	Climate change mitigation	Economic importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Environmental services	Soil stabilization	Importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Environmental services	Soil stabilization	Economic importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Environmental services	Flood prevention	Importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Environmental services	Flood prevention	Economic importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Environmental services	Water quality & quantity	Importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Environmental services	Water quality & quantity	Economic importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Environmental services	Pollination & honey production	Importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Environmental services	Pollination & honey production	Economic importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Materials	Nature materials	Importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Materials	Nature materials	Economic importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Materials	Wood	Importance of value	Local people living in the PA	0	0
Albania	NP Karaburun-Sazan	Materials	Wood	Economic importance of value	Local people living in the PA	0	0
Croatia	PP Kopački Rit	Nature conservation values	Nature conservation	Importance of value	Local people living in the PA	1	0
Croatia	PP Kopački Rit	Nature conservation values	Nature conservation	Economic importance of value	Local people living in the PA	0	0
Croatia	PP Kopački Rit	Management values	Jobs in Protected Areas	Importance of value	Local people living in the PA	0	0
Croatia	PP Kopački Rit	Management values	Jobs in Protected Areas	Economic importance of value	Local people living in the PA	0	0
Croatia	PP Kopački Rit	Values related to food	Hunting	Importance of value	Local people living in the PA	0	0
Croatia	PP Kopački Rit	Values related to food	Hunting	Economic importance of value	Local people living in the PA	0	0
Croatia	PP Kopački Rit	Values related to food	Wild food plants and mushrooms	Importance of value	Local people living in the PA	0	0
Croatia	PP Kopački Rit	Values related to food	Wild food plants and mushrooms	Economic importance of value	Local people living in the PA	0	0
Croatia	PP Kopački Rit	Values related to food	Fishing	Importance of value	Local people living in the PA	0	0
Croatia	PP Kopački Rit	Values related to food	Fishing	Economic importance of value	Local people living in the PA	0	0
Croatia	PP Kopački Rit	Values related to food	Traditional agriculture	Importance of value	Local people living in the PA	0	0
Croatia	PP Kopački Rit	Values related to food	Traditional agriculture	Economic importance of value	Local people living in the PA	0	0
Croatia	PP Kopački Rit	Values related to food	Livestock grazing	Importance of value	Local people living in the PA	0	0
Croatia	PP Kopački Rit	Values related to food	Livestock grazing	Economic importance of value	Local people living in the PA	0	0
Croatia	PP Kopački Rit	Values related to water	Commercial & non-commercial water use	Importance of value	Local people living in the PA	0	0
Croatia	PP Kopački Rit	Values related to water	Commercial & non-commercial water use	Economic importance of value	Local people living in the PA	0	0
